births_2017_18, natural_increase_2020_21, births_2020_21, births_2016_17, state_name_2021, net_internal_migration_2019_20, deaths_2018_19, internal_departures_2018_19, natural_increase_2018_19, overseas_departures_2018_19, natural_increase_2017_18, overseas_departures_2017_18, lga_name_2021, internal_arrivals_2017_18, overseas_departures_2020_21, deaths_2017_18, internal_arrivals_2016_17, lga_code_2021, net_overseas_migration_2019_20, internal_departures_2016_17, deaths_2016_17, erp_2017, erp_2018, erp_2019, net_internal_migration_2017_18, erp_2021, erp_2020, erp_change_per_cent_2020_21, net_overseas_migration_2016_17, overseas_arrivals_2020_21, net_internal_migration_2018_19, overseas_arrivals_2016_17, net_overseas_migration_2018_19, overseas_arrivals_2017_18, area_km2, net_internal_migration_2020_21, overseas_arrivals_2019_20, erp_2008, erp_2009, erp_2006, erp_2007, net_internal_migration_2016_17, births_2019_20, erp_2012, erp_2011, erp_2010, internal_departures_2019_20, erp_2016, deaths_2020_21, erp_2015, erp_2014, erp_2013, internal_departures_2020_21, erp_change_number_2020_21, internal_arrivals_2019_20, overseas_arrivals_2018_19, overseas_departures_2019_20, internal_departures_2017_18, deaths_2019_20, state_code_2021, natural_increase_2016_17, pop_density_2021_people_per_km2, net_overseas_migration_2020_21, primaryindex, overseas_departures_2016_17, erp_2001, erp_2003, erp_2002, erp_2005, internal_arrivals_2020_21, erp_2004, internal_arrivals_2018_19, net_overseas_migration_2017_18, natural_increase_2019_20, births_2018_19
14,-1,6,29,"Queensland",3,5,41,11,2,9,3,"Pormpuraaw",42,2,5,46,"36070",1,40,3,819,833,845,3,860,856,0.467299997806549,2,1,0,5,1,5,4395.365234375,6,3,662,673,621,647,6,11,730,715,691,37,785,7,764,747,737,38,4,40,3,2,39,4,3,26,0.195700004696846,-1,266,3,618,622,622,623,44,623,41,2,7,16
12,14,17,21,"Queensland",-9,4,95,11,1,6,1,"Quilpie",58,0,6,57,"36150",0,74,10,819,790,778,-35,769,774,-0.646000027656555,0,0,-23,1,0,1,67414.65625,-19,1,992,996,1012,994,-17,9,983,1007,1003,81,825,3,868,915,944,86,-5,72,1,1,93,4,3,11,0.011400000192225,0,267,1,1086,1045,1064,1019,67,1025,72,0,5,15
1659,485,1639,1625,"Queensland",570,1152,9959,436,886,537,859,"Redland",10438,508,1122,9202,"36250",511,7947,1088,154590,156825,158801,1218,161463,160319,0.713599979877472,582,350,987,1377,553,1339,537.167175292969,817,1374,136771,139859,130760,133596,1255,1616,145719,143711,141552,9662,152216,1154,150107,148833,147328,10100,1144,10232,1439,863,9220,1179,3,537,300.582397460938,-158,268,795,115832,122994,118870,128654,10917,126010,10946,480,437,1588
15,10,10,22,"Queensland",-5,5,98,6,2,9,2,"Richmond",77,1,6,55,"36300",1,75,7,802,806,810,-6,824,813,1.35300004482269,1,1,-3,3,1,3,26580.748046875,1,2,895,898,935,908,-20,14,841,847,873,77,806,0,820,838,839,79,11,72,3,1,83,7,3,15,0.0309999994933605,0,269,2,1128,1062,1090,975,80,1007,95,1,7,11
1048,466,1114,1121,"Queensland",-187,653,5553,432,391,425,378,"Rockhampton",4810,228,623,4341,"36370",225,5183,669,81193,81051,81509,-788,82311,81991,0.390300005674362,261,155,-225,615,251,599,6570.2666015625,-73,609,76272,77448,74204,75195,-842,1097,80555,78939,78193,5340,81322,648,82026,82136,81745,5434,320,5153,642,384,5598,653,3,452,12.5277996063232,-73,270,354,70480,71499,70909,73185,5361,72420,5328,221,444,1085
404,84,402,382,"Queensland",326,310,3599,85,169,97,163,"Scenic Rim",3798,98,307,3189,"36510",93,2623,295,41749,42576,43120,637,44027,43622,0.928399980068207,112,67,353,264,106,256,4243.00146484375,352,257,35578,36525,34231,34983,566,398,37966,37437,37167,3299,40984,318,40307,39882,38732,3619,405,3625,275,164,3161,315,3,87,10.3763999938965,-31,271,152,30030,31930,30715,33560,3971,32749,3952,93,83,395
277,77,260,277,"Queensland",-50,152,2351,108,93,100,91,"Somerset",2312,54,177,2095,"36580",50,1883,175,25529,25881,26217,198,26553,26278,1.04649996757507,62,38,168,147,60,145,5373.43359375,214,142,20366,21071,19608,19919,212,250,22761,22200,21717,2314,25153,183,24681,24459,23619,2240,275,2264,153,92,2114,189,3,102,4.94150018692017,-16,272,85,17866,18361,18117,19085,2454,18609,2519,54,61,260
392,72,366,363,"Queensland",23,297,2650,76,68,27,65,"South Burnett",2334,39,365,2214,"36630",38,2325,349,32574,32549,32518,-92,32920,32633,0.879499971866608,46,26,-149,107,42,105,8381.5576171875,228,105,30583,31173,29699,30114,-111,374,32340,31803,31518,2297,32625,294,32589,32606,32647,2376,287,2320,110,67,2426,320,3,14,3.92770004272461,-13,273,61,27651,28251,27942,29050,2604,28630,2501,40,54,373
375,-25,364,392,"Queensland",-160,340,2657,18,134,7,130,"Southern Downs",2418,75,368,1994,"36660",73,2232,316,35566,35593,35448,-51,35433,35406,0.0763000026345253,90,53,-246,208,83,201,7106.43603515625,74,203,33451,33976,32411,32933,-238,401,35013,34649,34313,2395,35638,389,35566,35580,35501,2454,27,2235,217,130,2469,356,3,76,4.98600006103516,-22,274,118,31064,31593,31361,32010,2528,31729,2411,71,45,358
3168,1061,3438,3116,"Queensland",5717,2342,17677,892,2585,917,2504,"Sunshine Coast",22300,1487,2251,19362,"36720",1525,13611,2268,311142,319837,328390,6370,343590,336444,2.12400007247925,1702,1014,6047,4024,1614,3912,2253.85229492188,6558,4045,250800,258047,236654,243309,5751,3282,274828,267241,263053,16756,302841,2377,295317,288652,281969,18365,7146,22473,4199,2520,15930,2470,3,848,152.445693969727,-473,275,2322,198931,214931,205772,230168,24923,223143,23724,1408,812,3234
247,-42,230,235,"Queensland",59,236,2262,-5,132,-19,128,"Tablelands",2072,76,266,1171,"36820",71,1114,261,25335,25535,25572,148,25697,25666,0.120800003409386,87,52,-40,205,82,199,11292.869140625,97,200,23885,24103,23228,23553,57,222,24603,24372,24230,2045,25217,272,25111,25060,24827,1977,31,2104,214,129,1924,258,3,-26,2.27550005912781,-24,276,118,21894,22502,22201,22861,2074,22699,2222,71,-36,231
2108,889,2101,2070,"Queensland",-139,1291,10347,843,1057,849,1023,"Toowoomba",9262,607,1259,9232,"36910",591,8927,1230,166013,167611,168992,168,171135,170336,0.469099998474121,700,416,-124,1649,662,1604,12957.2099609375,101,1622,150140,152525,145992,147927,305,2155,157884,155473,154222,9867,164168,1212,162775,161523,159916,10180,799,9728,1719,1031,9094,1263,3,840,13.2076997756958,-191,277,949,134955,138528,136619,143791,10281,140827,10223,581,892,2134
77,34,49,57,"Queensland",-22,11,376,55,12,54,12,"Torres",329,7,23,302,"36950",8,344,14,3809,3847,3888,-24,3958,3923,0.892199993133545,9,5,-22,20,8,20,883.740173339844,3,20,3457,3481,3373,3418,-42,63,3567,3477,3485,374,3799,15,3753,3717,3647,349,35,352,20,12,353,14,3,43,4.47870016098022,-2,278,11,3531,3544,3560,3481,352,3512,354,8,49,66
101,65,79,89,"Queensland",-7,11,232,66,4,90,4,"Torres Strait Island",234,2,11,259,"36960",2,244,22,4860,4993,5105,40,5236,5177,1.13970005512238,3,2,43,7,3,7,490.045288085938,-6,6,4606,4609,4548,4577,15,90,4599,4578,4600,337,4775,14,4731,4690,4614,269,59,330,7,4,194,13,3,67,10.684700012207,0,279,4,4244,4387,4314,4485,263,4400,275,3,77,77
2573,1314,2484,2615,"Queensland",-269,1121,14589,1374,1350,1506,1298,"Townsville",12862,805,1067,12453,"37010",685,13165,1134,192944,194019,195022,-1112,197992,196770,0.620999991893768,827,512,-1140,2032,769,1979,3730.81982421875,201,1988,168503,173067,159482,163509,-712,2469,183612,180114,176528,12946,191348,1170,190011,188777,186519,13169,1222,12677,2119,1303,13974,1137,3,1481,53.0693016052246,-293,280,1205,142012,147964,145115,155330,13370,151172,13449,681,1332,2495
84,72,75,79,"Queensland",17,10,165,51,15,77,14,"Weipa",253,8,7,96,"37300",8,61,8,4156,4239,4333,-2,4556,4444,2.52029991149902,10,6,35,23,8,22,10.4643001556396,42,22,3246,3303,2902,3133,35,86,3684,3423,3337,102,4040,3,3964,3863,3811,172,112,119,23,14,255,0,3,71,435.385101318359,-2,281,13,2131,2367,2241,2721,214,2507,200,8,86,61
460,230,496,463,"Queensland",-265,253,2908,226,116,234,111,"Western Downs",2776,66,226,2629,"37310",63,2554,230,34434,34459,34582,-276,34560,34575,-0.0434000007808208,77,45,-175,181,72,178,37922.5,-224,177,30235,30893,29122,29520,75,482,32899,32365,31466,2880,34049,266,33867,33744,33415,2700,-15,2615,188,114,3052,287,3,233,0.911300003528595,-21,282,104,28715,28636,28711,28837,2476,28655,2733,67,195,479
377,189,412,386,"Queensland",108,217,2772,122,466,185,454,"Whitsunday",2419,269,192,2537,"37340",269,2762,236,34774,35037,35353,-177,36154,35920,0.651400029659271,311,183,-99,730,293,709,23818.97265625,131,723,31337,31838,30255,30759,-225,404,33397,32416,32140,2513,34538,223,34509,34362,34113,2696,234,2621,759,454,2596,214,3,150,1.51789999008179,-86,283,419,27396,28491,27996,29606,2827,28977,2673,255,190,339
346,3,295,350,"South Australia",-139,390,3737,-138,683,-6,659,"Burnside",3613,526,352,3233,"40700",464,3326,353,45510,45714,45854,-174,45869,46127,-0.559300005435944,390,247,-192,1012,470,1043,27.5182991027832,18,1221,43678,43969,43414,43549,-93,314,44282,44092,44091,3689,45216,292,44938,44678,44457,3762,-258,3550,1153,757,3787,366,4,-3,1666.85437011719,-279,296,622,42403,42730,42609,43272,3780,42998,3545,384,-52,252
501,128,545,548,"South Australia",13,416,4019,117,461,65,463,"Campbelltown (SA)",3950,366,436,3348,"40910",735,3922,471,51178,51473,52232,-397,53084,53078,0.0113000003620982,595,258,-99,1076,741,1090,24.3484992980957,-14,1255,48379,49067,47383,47886,-574,521,50244,49788,49531,3894,51080,417,50937,50717,50476,4266,6,3907,1202,520,4347,423,4,77,2180.17529296875,-108,297,481,46544,46801,46661,47059,4252,46883,3920,627,98,533
11,7,16,15,"Queensland",-19,4,111,7,2,-3,2,"Winton",102,1,14,38,"37400",1,51,10,1148,1157,1153,10,1140,1135,0.440499991178513,2,1,-13,4,2,4,53813.484375,-2,3,1372,1371,1423,1403,-13,10,1345,1380,1359,93,1154,9,1222,1276,1312,86,5,74,4,2,92,10,3,5,0.0211999993771315,0,284,2,1585,1543,1567,1454,84,1473,98,2,0,11
42,18,46,65,"South Australia",-59,21,331,36,5,17,5,"Ceduna",226,4,25,216,"41010",8,266,39,3549,3466,3442,-106,3401,3423,-0.642700016498566,7,2,-67,11,7,11,5420.34326171875,-38,13,3672,3642,3702,3693,-50,57,3594,3595,3638,321,3566,28,3574,3577,3574,293,-22,262,12,5,332,25,4,26,0.627499997615814,-2,298,4,3625,3665,3643,3684,255,3676,264,6,32,57
10,2,10,24,"Queensland",-14,6,112,32,3,7,3,"Woorabinda",95,2,3,77,"37550",2,98,5,998,1005,1016,-1,1001,995,0.602999985218048,1,1,-22,4,1,4,390.557800292969,5,4,916,934,886,902,-21,6,984,976,957,104,999,8,989,990,986,94,6,90,4,2,96,15,3,19,2.56299996376038,-1,285,3,1014,966,987,915,99,943,90,1,-9,38
1321,446,1418,1261,"South Australia",176,1028,8586,242,793,259,791,"Charles Sturt",8201,628,1062,7245,"41060",1266,7504,996,116029,117388,119002,24,121065,120726,0.280800014734268,1043,445,96,1867,1276,1867,54.7876014709473,76,2138,104773,106320,103364,103897,-259,1312,110050,108680,107662,8588,114980,972,114125,112846,111324,9182,339,8764,2069,872,8177,1030,4,265,2209.71533203125,-183,299,824,102897,102776,102884,102797,9258,102751,8682,1076,282,1270
90,4,93,95,"South Australia",30,85,563,3,12,16,12,"Clare and Gilbert Valleys",513,10,74,418,"41140",19,375,79,9317,9379,9424,29,9463,9470,-0.0738999992609024,14,6,23,27,19,29,1892.44665527344,-7,33,8537,8622,8370,8448,43,92,8963,8871,8759,553,9244,89,9204,9138,9068,609,-7,583,31,14,484,95,4,16,5.00040006637573,-4,300,13,8347,8335,8378,8328,602,8320,586,17,-3,88
135,-46,135,145,"South Australia",162,186,799,-72,10,-46,10,"Copper Coast",1055,7,181,896,"41560",17,699,177,14650,14873,15009,256,15352,15128,1.48070001602173,13,5,192,23,16,23,772.914916992188,272,28,12382,12781,11649,12042,197,105,13466,13126,13033,771,14472,181,14266,14024,13747,813,224,933,26,11,799,165,4,-32,19.8624992370605,-2,303,10,10988,11144,11054,11440,1085,11266,991,13,-60,114
3,2,5,9,"Queensland",-1,3,26,0,3,3,3,"Wujal Wujal",28,1,0,24,"37570",1,24,3,298,306,312,5,319,316,0.949400007724762,0,1,6,3,0,3,11.8420000076294,1,3,319,311,336,325,0,4,287,287,297,28,292,3,287,291,289,26,3,27,3,2,23,0,3,6,26.9379997253418,0,286,3,366,356,361,342,27,347,32,0,4,3
67,25,45,107,"Queensland",-3,8,130,38,3,51,3,"Yarrabah",153,2,16,143,"37600",2,147,9,2799,2847,2901,-5,2955,2932,0.78439998626709,3,1,14,6,2,5,158.838104248047,-1,5,2531,2535,2468,2498,-4,47,2643,2595,2588,134,2702,20,2695,2694,2686,135,23,131,5,3,158,15,3,98,18.6037998199463,-1,287,3,2236,2323,2278,2410,134,2365,144,2,32,46
21,9,20,29,"South Australia",-23,14,136,5,4,1,4,"Coober Pedy",137,3,20,84,"41330",7,68,31,1837,1845,1834,2,1775,1820,-2.47250008583069,5,2,-21,9,5,9,77.6794967651367,-53,11,1860,1799,1984,1928,16,19,1787,1760,1781,156,1818,11,1822,1825,1811,198,-45,133,9,4,135,17,4,-2,22.8502998352051,-1,302,4,2414,2220,2298,2040,145,2150,115,5,2,19
144,41,139,145,"South Australia",-226,109,2957,27,1460,18,1405,"Adelaide",2586,1121,126,2548,"40070",820,2720,127,24248,24807,25549,-218,25746,26180,-1.65779995918274,850,513,-219,2313,934,2164,15.5733003616333,133,2408,19217,19914,17479,18549,-172,152,21537,20920,20525,2795,23552,98,23085,22624,22143,2911,-434,2569,2394,1588,2804,115,4,18,1653.21423339844,-608,288,1463,13211,14533,13857,16573,3044,15613,2738,759,37,136
348,137,362,354,"South Australia",-91,211,2659,160,107,142,105,"Adelaide Hills",2791,84,206,2223,"40120",167,2477,209,39650,39735,39981,-190,40233,40159,0.184300005435944,127,57,-73,234,159,238,794.495727539062,-36,285,39301,39424,39165,39204,-254,368,39720,39699,39640,2649,39632,225,39630,39657,39687,2938,74,2558,266,118,2981,266,4,145,50.6397018432617,-27,289,107,38549,38829,38681,39066,2902,38890,2586,133,102,371
92,78,124,92,"South Australia",226,47,575,37,2,57,2,"Adelaide Plains",586,2,35,430,"40150",4,419,35,8982,9059,9135,16,9655,9440,2.27749991416931,2,2,33,6,6,6,932.491271972656,137,8,8285,8324,8118,8255,11,113,8576,8483,8417,534,8912,46,8819,8744,8646,664,215,760,8,4,570,38,4,57,10.3540000915527,0,290,4,7354,7710,7509,8023,801,7816,608,4,75,84
190,-42,226,211,"South Australia",441,273,1668,-49,45,-67,46,"Alexandrina",1940,36,257,1703,"40220",74,1481,264,26790,27039,27428,254,28510,27875,2.27800011634827,59,25,367,106,71,108,1826.806640625,688,124,22472,23027,21208,21843,222,180,24693,24125,23729,1642,26562,268,26203,25705,25203,1676,635,2083,116,50,1686,248,4,-53,15.606499671936,-11,291,47,18091,19297,18689,20611,2364,20019,2035,62,-68,224
38,24,38,39,"South Australia",-4,17,112,31,2,25,2,"Anangu Pitjantjatjara Yunkunytjatjara",53,2,13,13,"40250",3,7,22,2523,2558,2572,6,2632,2590,1.62160003185272,2,1,-21,5,4,6,102348.1171875,19,6,2416,2476,2310,2352,6,35,2651,2660,2560,53,2498,14,2568,2605,2622,32,42,49,6,3,47,16,4,17,0.0256999991834164,-1,292,3,2661,2543,2599,2389,51,2469,91,4,19,48
226,26,224,231,"South Australia",135,175,1452,30,44,31,44,"Barossa",1540,34,195,1226,"40310",72,1039,195,24478,24810,25022,243,25449,25243,0.816100001335144,55,25,111,101,71,102,893.542419433594,189,121,21641,21889,21096,21357,187,203,22853,22525,22257,1394,24200,198,23829,23468,23138,1506,206,1529,115,49,1297,189,4,36,28.4810009002686,-9,293,46,19418,19920,19619,20751,1695,20370,1563,58,14,205
14,-11,27,13,"South Australia",6,41,113,-18,4,-22,4,"Barunga West",136,3,36,90,"40430",7,93,38,2568,2551,2563,0,2571,2550,0.823499977588654,4,2,25,8,5,9,1590.388671875,33,11,2575,2560,2590,2587,-3,20,2488,2496,2535,119,2592,38,2542,2521,2495,123,21,125,9,4,136,46,4,-25,1.61660003662109,-1,294,4,2585,2596,2600,2590,156,2596,138,5,-26,23
105,-50,79,111,"South Australia",3,103,737,18,24,4,24,"Berri Barmera",698,18,101,584,"40520",39,621,98,10841,10854,10842,-22,10746,10835,-0.821399986743927,30,13,-66,54,36,55,476.196197509766,-34,65,11029,10902,11239,11175,-37,83,10779,10733,10819,701,10835,129,10854,10847,10804,747,-89,704,60,26,720,132,4,13,22.5662994384766,-5,295,24,11273,11226,11244,11190,713,11197,671,31,-49,121
18,7,29,16,"South Australia",-15,11,82,12,1,-1,1,"Cleve",70,1,19,81,"41190",2,83,11,1820,1799,1791,-22,1785,1780,0.280900001525879,1,1,-22,3,2,3,5018.84814453125,-2,4,1916,1877,2000,1970,-2,16,1806,1814,1852,82,1816,22,1803,1809,1806,75,5,67,3,2,92,14,4,5,0.355699986219406,0,301,2,1939,1968,1958,1981,73,1976,60,2,2,23
13,4,11,13,"South Australia",-2,7,104,7,1,5,1,"Elliston",36,1,8,26,"41750",2,44,13,1054,1019,1008,-42,1004,1011,-0.692399978637695,2,1,-20,3,2,3,6741.931640625,-11,3,1131,1107,1164,1150,-18,10,1066,1066,1086,75,1070,7,1071,1068,1067,85,-7,73,3,1,78,7,4,0,0.148900002241135,0,304,1,1150,1170,1161,1172,74,1175,84,2,3,14
17,0,23,21,"South Australia",-14,18,124,1,1,-10,1,"Flinders Ranges",119,1,27,108,"41830",3,120,15,1689,1693,1692,10,1701,1688,0.770099997520447,2,1,-6,4,4,5,4070.48266601562,13,5,1753,1736,1767,1767,-12,17,1721,1722,1728,116,1693,23,1703,1710,1717,107,13,102,5,2,109,10,4,6,0.417899996042252,0,305,2,1804,1785,1791,1767,120,1776,118,4,7,19
14,-10,6,11,"South Australia",5,16,74,-13,1,0,1,"Franklin Harbour",54,1,14,66,"41960",2,76,14,1322,1315,1304,-8,1309,1304,0.383399993181229,1,1,1,2,1,2,2755.56396484375,15,3,1254,1254,1245,1252,-10,6,1281,1238,1250,78,1334,16,1331,1307,1295,81,5,83,2,1,62,13,4,-3,0.474999994039536,0,306,1,1250,1248,1249,1240,96,1243,75,1,-7,3
289,64,283,284,"South Australia",188,256,2190,-17,39,60,40,"Gawler",2631,30,229,2151,"42030",65,1929,210,23699,24019,24415,208,25161,24717,1.7963000535965,48,22,352,89,61,92,41.1379013061523,388,108,20270,20755,19241,19851,222,259,21274,20987,20939,2299,23355,219,22707,22275,21656,2335,444,2487,100,43,2423,210,4,74,611.625793457031,-8,307,41,18235,18593,18459,18966,2723,18746,2542,52,49,239
38,-13,33,41,"South Australia",-11,33,269,-1,4,-14,4,"Goyder",241,3,52,203,"42110",7,219,30,4240,4206,4190,-25,4174,4170,0.0958999991416931,5,2,-21,9,6,9,6715.1416015625,18,11,4249,4246,4271,4265,-16,30,4245,4225,4246,283,4240,46,4251,4256,4254,289,4,272,10,4,266,46,4,11,0.621599972248077,-1,308,4,4254,4261,4278,4265,307,4267,248,5,-16,32
67,32,75,75,"South Australia",7,40,315,27,9,15,9,"Grant",311,7,52,202,"42250",15,188,36,8482,8511,8584,2,8646,8619,0.313300013542175,12,5,32,21,14,21,1897.82348632812,-3,25,7729,7818,7613,7643,14,64,7946,7954,7917,295,8417,43,8282,8144,7993,296,27,302,23,10,309,51,4,39,4.55569982528687,-2,309,9,7359,7512,7436,7585,293,7546,347,12,13,67
277,-34,322,283,"South Australia",-60,348,3365,-86,290,-77,291,"Holdfast Bay",3364,230,354,3007,"42600",476,3124,385,36681,37035,37460,37,37806,37784,0.0582000017166138,363,162,45,665,466,685,13.7519998550415,124,803,35375,35650,34371,34817,-117,269,36215,36120,35940,3428,36537,356,36425,36354,36282,3439,22,3368,756,327,3327,361,4,-102,2749.12744140625,-68,310,302,33490,33653,33447,34007,3563,33730,3410,394,-92,262
57,8,48,44,"South Australia",18,41,228,3,11,15,11,"Kangaroo Island",268,9,42,153,"42750",19,133,36,4877,4933,4983,26,5108,5021,1.73269999027252,13,6,30,25,17,26,4400.86279296875,82,31,4451,4477,4396,4427,20,45,4576,4522,4501,232,4836,40,4761,4694,4630,248,87,250,28,12,242,44,4,8,1.16069996356964,-3,311,12,4227,4303,4312,4392,330,4355,258,15,1,44
14,1,11,7,"South Australia",-8,11,105,-3,5,2,5,"Karoonda East Murray",80,4,12,67,"43080",9,63,11,1127,1112,1107,-24,1095,1101,-0.545000016689301,6,3,-9,11,7,12,4415.7958984375,-6,14,1134,1110,1189,1163,4,9,1074,1050,1076,95,1121,10,1118,1103,1088,60,-6,87,12,5,104,16,4,-4,0.247999995946884,-1,312,5,1276,1233,1258,1200,54,1216,96,7,-7,8
138,85,160,137,"South Australia",61,83,1096,69,17,53,18,"Light",1005,14,85,752,"43650",26,658,82,15219,15340,15358,47,15626,15500,0.812900006771088,22,10,-77,39,26,39,1276.84533691406,45,45,13138,13464,12680,12994,94,137,14220,13984,13788,1057,15048,75,14890,14644,14440,1160,126,1118,43,19,958,82,4,55,12.2379999160767,-4,315,17,10494,11491,10936,12325,1205,11922,1019,21,55,152
66,35,61,59,"South Australia",-24,24,216,38,8,42,8,"Lower Eyre Peninsula",146,6,24,182,"43710",12,157,34,5720,5761,5780,-10,5851,5813,0.653699994087219,9,4,-30,17,11,17,4721.39208984375,5,20,4712,4809,4537,4619,25,77,5186,5013,4911,200,5661,26,5540,5426,5300,200,38,176,19,8,156,32,4,25,1.2393000125885,-2,316,8,4200,4281,4269,4408,205,4345,186,9,45,62
100,9,124,100,"South Australia",-45,113,583,26,28,-38,28,"Loxton Waikerie",521,22,138,429,"43790",47,408,144,11743,11728,11744,-16,11780,11736,0.374900013208389,36,16,-57,66,47,67,7763.87158203125,41,80,11771,11662,11902,11870,21,99,11511,11478,11561,594,11730,115,11716,11671,11571,600,44,549,75,33,537,109,4,-44,1.51730000972748,-6,317,30,12197,12153,12171,12023,641,12081,526,39,-10,139
47,2,47,57,"South Australia",-40,56,387,-17,7,0,7,"Coorong",370,6,47,245,"47800",11,314,43,5479,5463,5429,-26,5400,5415,-0.27700001001358,9,4,-29,16,12,17,8833.43359375,-15,19,5749,5708,5838,5809,-69,60,5632,5657,5667,389,5525,45,5545,5572,5602,398,-15,349,19,8,396,45,4,14,0.611299991607666,-2,346,7,5893,5880,5915,5837,383,5877,358,10,15,39
25,9,30,29,"South Australia",6,39,105,-8,3,-11,3,"Tumby Bay",143,2,36,99,"47910",5,86,32,2688,2688,2701,7,2756,2733,0.841600000858307,3,2,16,7,5,7,2669.07934570312,14,8,2612,2618,2609,2610,13,39,2626,2616,2618,113,2675,21,2670,2651,2640,120,23,119,8,3,136,18,4,-3,1.03260004520416,0,347,4,2580,2592,2586,2606,134,2595,121,4,21,31
15,-2,10,15,"South Australia",-16,11,61,4,1,1,1,"Kimba",53,1,14,33,"43220",1,52,6,1074,1073,1065,-3,1041,1056,-1.42050004005432,1,1,-13,2,1,2,5697.107421875,-13,2,1122,1113,1147,1135,-19,12,1109,1105,1108,31,1083,12,1089,1097,1103,49,-15,15,2,1,56,6,4,9,0.182699993252754,0,313,1,1229,1200,1209,1160,36,1183,48,1,6,15
24,-6,19,29,"South Australia",5,25,162,-10,2,-7,2,"Kingston (SA)",145,2,31,132,"43360",5,149,23,2406,2374,2371,-28,2397,2380,0.714299976825714,2,1,4,5,3,5,3339.79516601562,24,7,2381,2381,2390,2393,-17,31,2370,2343,2363,167,2415,25,2403,2392,2380,136,17,172,5,2,173,32,4,6,0.717700004577637,-1,314,3,2339,2354,2349,2404,160,2343,166,3,-1,15
3,0,0,0,"South Australia",0,0,0,0,0,3,0,"Maralinga Tjarutja",0,0,0,0,"44000",0,1,0,61,64,64,0,64,64,0.0,0,0,0,0,0,0,105766.3125,0,0,88,84,111,98,-1,0,78,75,80,0,62,0,66,70,74,0,0,0,0,0,0,0,4,0,6.00000028498471E-4,0,318,0,136,129,132,116,0,123,0,0,0,0
1098,275,1063,1094,"South Australia",-227,752,7784,364,787,405,787,"Marion",7241,624,693,6577,"44060",1258,7020,740,91414,92312,93511,-576,94927,94872,0.0579999983310699,995,438,-433,1814,1268,1856,55.6405982971191,-34,2149,82536,83917,80646,81616,-443,1072,86863,85714,85110,7610,90508,788,89521,88652,87769,7843,55,7383,2055,891,7817,742,4,354,1706.07434082031,-186,319,819,78590,79250,78960,79980,7809,79611,7351,1069,330,1116
61,-34,64,74,"South Australia",55,86,573,-15,17,-22,18,"Mid Murray",629,13,83,487,"44210",29,467,77,8885,8984,9095,98,9160,9143,0.185900002717972,23,10,99,40,27,41,6271.62548828125,54,48,8199,8210,8216,8195,20,54,8312,8225,8200,601,8845,98,8718,8599,8448,648,17,656,44,19,531,90,4,-3,1.46050000190735,-3,320,17,8376,8337,8357,8253,702,8307,672,23,-36,71
606,112,631,645,"South Australia",-309,504,4898,68,587,99,576,"Mitcham",4652,458,507,3845,"44340",638,4187,465,66851,67259,67513,-235,67696,67905,-0.307799994945526,531,264,-463,1101,649,1120,75.5467987060547,-127,1292,64252,64678,63676,64017,-342,571,65364,64999,64875,4792,66482,519,66232,65986,65644,5070,-209,4483,1236,654,4887,508,4,180,896.080322265625,-194,321,570,62010,62801,62304,63265,4943,62966,4435,544,63,572
406,277,506,416,"South Australia",835,196,2295,245,76,231,78,"Mount Barker",2578,61,175,2092,"44550",127,1573,201,34726,35545,36572,483,38975,37741,3.269700050354,95,43,657,175,125,183,594.640625,975,213,28695,29367,27393,27990,519,422,31042,30353,29973,2307,33897,229,33187,32386,31580,2440,1234,3142,201,86,2095,215,4,215,65.5438003540039,-18,322,80,23664,25140,24425,26706,3415,25913,2952,105,207,441
697,91,643,702,"South Australia",-565,542,5530,89,798,140,797,"West Torrens",4805,632,557,4408,"48410",1275,5425,522,59579,60109,60915,-691,61077,61731,-1.05939996242523,1008,446,-566,1837,1283,1878,37.0886001586914,-559,2154,55095,55896,53692,54508,-1017,662,57632,57026,56611,5533,59408,552,59075,58627,58153,5821,-654,4968,2081,879,5496,556,4,180,1646.78625488281,-186,353,829,52056,52564,52338,53069,5262,52829,4964,1081,106,631
322,97,333,299,"South Australia",0,240,1553,71,57,95,57,"Mount Gambier",1577,46,227,1308,"44620",90,1430,276,27035,27177,27274,-31,27421,27431,-0.0364999994635582,73,33,-65,133,91,135,33.893798828125,-94,156,25222,25402,24626,25004,-122,313,26147,25773,25712,1444,27061,236,26931,26710,26425,1619,-10,1444,148,66,1608,246,4,23,809.026977539062,-13,323,60,23750,24096,23863,24495,1525,24211,1488,78,67,311
16,-14,24,22,"South Australia",4,35,144,-14,2,-24,2,"Mount Remarkable",127,2,40,57,"44830",3,77,22,2902,2910,2908,30,2908,2913,-0.171599999070168,2,1,10,4,2,4,3422.77319335938,10,5,2915,2906,2906,2918,-20,29,2902,2906,2903,139,2920,38,2927,2918,2913,156,-5,143,4,2,97,31,4,0,0.84960001707077,-1,324,2,2998,2937,2956,2899,166,2900,154,2,-2,21
